ILMNID	CHR	MAPINFO	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	C13	C14	C15	C16	C17	C18	C19	C20	C21	C22	C23	C24	C25	C26	C27	C28	C29	C30	C31	C32	C33	C34	C35	C36	C37	C38	C39	C40	C41	C42	C43	C44	C45	C46	C47	C48	C49	C50	C51	C52	C53	C54	C55	C56	C57	C58	C59	C60	C61	C62	C63	C64	P1	P2	P3	P4	P5	P6	P7	P8	P9	P10	P11	P12	P13	P14	P15	P16	P17	P18	P19	P20	P21	P22	P23	P24	P25	P26	P27	P28	P29	P30	P31	P32	P33	P34	P35	P36	P37	P38	P39	P40	P41	P42	P43	P44	P45	P46	P47	P48	P49	P50	P51	P52	P53	P54	P55	P56	P57	P58	P59	P60	P61	P62	P63	P64
cg05527507	chr1	861265	0.047756718	0.047566626	0.085473611	0.62252798	0.184546154	0.177198043	0.155884413	0.188019212	0.509643628	0.113206138	0.115953644	0.666664616	0.294802365	0.345782558	0.256978245	0.071473438	0.053014295	0.073537342	0.437390126	0.150040105	0.145598375	0.213551825	0.618409649	0.419531266	0.201908681	0.171340234	0.191437884	0.056312398	0.076615994	0.035487232	0.069479309	0.152576293	0.419962433	0.416647752	0.104559576	0.093914944	0.09399409	0.06497712	0.104799159	0.271346544	0.125669749	0.091888383	0.634909951	0.084936754	0.432162379	0.063666517	0.062718882	0.435354603	0.384249145	0.131508187	0.266632738	0.092514581	0.04981892	0.403486996	0.142034687	0.101403113	0.143495507	0.099800233	0.150218722	0.742155583	0.40272748	0.255021766	0.530800327	0.116739611	0.062618341	0.067671945	0.063060769	0.089239691	0.065892593	0.123808935	0.076289626	0.252666779	0.072590648	0.069271948	0.057188021	0.04719304	0.090814496	0.059164379	0.07756708	0.03885641	0.085002661	0.073633533	0.080776359	0.098364886	0.058901982	0.078304779	0.167490798	0.071758865	0.118077342	0.072995102	0.091237507	0.051465474	0.069862207	0.13848656	0.061195971	0.055628	0.073304419	0.085596246	0.068152783	0.05674407	0.066814933	0.0731314	0.100473916	0.125230486	0.056933035	0.072552428	0.213113864	0.27434713	0.30577578	0.056143263	0.096358417	0.091671838	0.255569836	0.041685074	0.096305511	0.071670064	0.090354561	0.075550018	0.066687431	0.069950302	0.069324956	0.060076588	0.246891742	0.231262054	0.117525177	0.269586434	0.113428386	0.059557115
cg14324200	chr1	861317	0.075126419	0.077010542	0.044980123	0.419149641	0.090747857	0.158911399	0.166431074	0.15732628	0.530950048	0.101536044	0.096558874	0.668920473	0.328437653	0.108240921	0.098521806	0.081872714	0.066418075	0.095676624	0.456052124	0.080701801	0.107989018	0.094758667	0.188712994	0.172941781	0.11658587	0.13433957	0.126103493	0.038207547	0.053731223	0.069527182	0.067499745	0.123846041	0.117593891	0.091691233	0.117755673	0.089145628	0.133117227	0.091005302	0.132566327	0.0833678	0.159711099	0.121316104	0.584904279	0.103524989	0.180915448	0.094108623	0.083096088	0.149191483	0.138111612	0.076581309	0.189389402	0.116332191	0.104449144	0.404261308	0.115590251	0.145174947	0.167469741	0.128476589	0.133675818	0.508613691	0.207345016	0.166890292	0.533997067	0.124832576	0.100284121	0.08460113	0.084517401	0.079534121	0.087808143	0.107743347	0.092122686	0.196136293	0.061763482	0.050196593	0.065287026	0.071632151	0.079663007	0.081497526	0.094832734	0.0664577	0.093328223	0.066847425	0.085316281	0.112696738	0.059488109	0.114333767	0.122731304	0.080588377	0.099129178	0.082736191	0.062361002	0.079679487	0.068852427	0.115287803	0.078070214	0.04760407	0.068052794	0.108271755	0.078320392	0.106743086	0.10339496	0.07445197	0.089637	0.130983885	0.078372995	0.091756562	0.158014727	0.144835789	0.181773782	0.065050879	0.07657918	0.080544273	0.162703191	0.091574382	0.102984271	0.073388663	0.085433785	0.092036827	0.088061332	0.132144146	0.094713328	0.071126201	0.139353712	0.154804706	0.108103095	0.196031734	0.118435632	0.071801371
cg13856810	chr1	861886	0.466177158	0.598265039	0.536100528	0.478465178	0.448708863	0.606254037	0.527194325	0.274229544	0.852538524	0.590566014	0.590189016	0.88128274	0.755159229	0.503759891	0.57758573	0.442224254	0.647343401	0.370229539	0.832662791	0.360690007	0.520912663	0.451848056	0.323115812	0.768107736	0.502223206	0.509148031	0.592868414	0.703372992	0.56981855	0.394504291	0.474208617	0.58811914	0.256361378	0.636567427	0.597027232	0.52191655	0.449106231	0.417150231	0.553821468	0.514934718	0.528803504	0.582229377	0.82682732	0.346425554	0.731937081	0.349031851	0.369489722	0.541630123	0.145619345	0.364024518	0.280464284	0.520367237	0.405664645	0.895424408	0.676166002	0.46996756	0.592348278	0.392709717	0.670402416	0.874556145	0.802239049	0.525515512	0.856707034	0.530884918	0.57318249	0.437788221	0.505910582	0.373666133	0.315135163	0.496125277	0.440057343	0.682866246	0.41558715	0.405388692	0.487490057	0.289591366	0.457020126	0.4348681	0.556251852	0.364295651	0.411301454	0.555620165	0.425830528	0.349741523	0.297928552	0.556458374	0.501406627	0.462037905	0.649724723	0.475869667	0.338894664	0.518688329	0.340828944	0.453671961	0.335656719	0.425778241	0.412328453	0.41643276	0.53076159	0.491561602	0.436288012	0.361845017	0.461354715	0.547991864	0.490839097	0.469627769	0.469810386	0.517937686	0.579920971	0.305810803	0.532184579	0.391348068	0.553527836	0.283564336	0.330622367	0.325486573	0.453263377	0.575641387	0.498294199	0.396212104	0.439914067	0.433229207	0.605428986	0.526044404	0.473682941	0.468242086	0.30601706	0.346053726
cg02896266	chr1	864879	0.850254438	0.715204724	0.433390028	0.629747238	0.624037611	0.70445237	0.683699033	0.769477069	0.773508209	0.749150975	0.613904394	0.823169892	0.791762245	0.674755829	0.587604927	0.749204665	0.473936296	0.840363149	0.694835028	0.372001664	0.607506397	0.663658356	0.850161424	0.689859233	0.810429077	0.75359911	0.608659216	0.499635814	0.480315616	0.806099162	0.4689937	0.812469444	0.288399947	0.854061244	0.796846177	0.529002005	0.551048005	0.708415062	0.664009077	0.444358391	0.550437569	0.718802743	0.804555697	0.379806999	0.8379224	0.616269568	0.807837503	0.680910704	0.280851897	0.496946274	0.393282544	0.71909261	0.720630403	0.820687188	0.623423514	0.788832446	0.674955775	0.701297157	0.81301979	0.92231677	0.901693539	0.884387069	0.781597634	0.7299828	0.622025553	0.657366402	0.619722398	0.576826316	0.556684249	0.680773165	0.551713796	0.859871061	0.582513134	0.640983786	0.58758937	0.50729575	0.668950053	0.619665141	0.678985036	0.601027487	0.633455219	0.69936212	0.58998625	0.595313917	0.529276054	0.657668474	0.778510839	0.756438277	0.791943507	0.692556781	0.65818426	0.729476866	0.54621643	0.703104494	0.650708021	0.605136957	0.651791116	0.597607228	0.602172443	0.701545576	0.609502221	0.569908236	0.656603145	0.649724227	0.555946148	0.639795718	0.730048307	0.777745327	0.789161	0.529750716	0.627770985	0.45526056	0.797207321	0.469642134	0.487893083	0.472061207	0.552124937	0.677824856	0.616842768	0.588412508	0.592505058	0.62085174	0.773199289	0.760155512	0.550939748	0.773513112	0.52833427	0.515110913
cg13806162	chr1	865013	0.931096373	0.931546958	0.517655448	0.909491406	0.91084595	0.879107072	0.889492988	0.921159445	0.900488446	0.916203357	0.94240517	0.929987646	0.934454205	0.914564265	0.911304657	0.862724191	0.852978364	0.901974792	0.919536589	0.809469014	0.866373371	0.803460515	0.891847449	0.931566602	0.910250497	0.893495363	0.870873882	0.834640266	0.928624526	0.917703962	0.887805384	0.913588073	0.394369092	0.919307158	0.884445597	0.893354166	0.920760973	0.888294464	0.868700347	0.538705339	0.833856387	0.888372006	0.902128082	0.569179294	0.897578134	0.909188464	0.931196106	0.906966684	0.612202913	0.835396724	0.812052483	0.911390789	0.915426763	0.941499256	0.910538015	0.91725869	0.848650842	0.878933865	0.928523695	0.931295776	0.918344726	0.928386795	0.910848989	0.896418018	0.88697538	0.894550235	0.834123522	0.841250247	0.773740859	0.826687379	0.776239055	0.912833705	0.785332186	0.870807572	0.847438862	0.789866136	0.846766854	0.886784533	0.891731733	0.821825526	0.841236384	0.877353131	0.840734438	0.807735582	0.802992399	0.843737878	0.885612127	0.906477212	0.905255947	0.878962817	0.852454487	0.914371917	0.793106945	0.89450547	0.842636163	0.827915784	0.87740565	0.835873599	0.848797369	0.872686209	0.832084093	0.787925574	0.840124056	0.794036285	0.819476841	0.850703677	0.82635548	0.839175087	0.886126658	0.785057014	0.869897433	0.755963895	0.855283845	0.757825273	0.801628768	0.797641027	0.834477634	0.858193864	0.84858457	0.810167491	0.769678396	0.830689731	0.857554985	0.86092691	0.798137791	0.885951615	0.749191662	0.741536664
cg00976181	chr1	865860	0.904684334	0.608846657	0.592189981	0.60526151	0.926506336	0.66197678	0.682309409	0.956403958	0.779854985	0.463762631	0.76166602	0.852944322	0.841271404	0.665618611	0.634377674	0.809185834	0.501352602	0.876207632	0.775078633	0.68859671	0.709615797	0.782806057	0.581378376	0.740436117	0.673635623	0.644583049	0.738489807	0.719710509	0.499867526	0.831362701	0.723520161	0.776392539	0.294128684	0.881437821	0.663946526	0.712806026	0.844006964	0.734209587	0.698322206	0.361816617	0.712844408	0.773950592	0.782002604	0.388708736	0.874952455	0.700182142	0.827663221	0.796109498	0.723386455	0.519473827	0.721532202	0.759854475	0.780785593	0.862214373	0.688342815	0.852587128	0.551326605	0.662450363	0.770080139	0.970522598	0.907364901	0.90552234	0.774595379	0.765202429	0.736275601	0.662712987	0.65907878	0.660830217	0.630222853	0.628007705	0.594371966	0.897083322	0.609304593	0.659447239	0.654067879	0.635193884	0.628291268	0.680560051	0.668255167	0.64855073	0.690711111	0.671724841	0.698204779	0.625138625	0.674886478	0.687943657	0.659067523	0.673255777	0.611633578	0.70827488	0.636697054	0.714563567	0.597424643	0.702437988	0.708587184	0.582321232	0.666027082	0.645142926	0.707202678	0.732502612	0.593513067	0.619630925	0.71329431	0.655334632	0.60342237	0.674795297	0.875199897	0.863567377	0.884497575	0.667185263	0.641318779	0.558273761	0.846993392	0.632724029	0.656780372	0.598084098	0.687259375	0.738351247	0.710267242	0.668675934	0.614892004	0.68652552	0.880351403	0.917024174	0.650462959	0.881250937	0.617826934	0.658655162
cg10711230	chr1	867031	0.856165612	0.900413133	0.764249968	0.926934658	0.935236202	0.919687728	0.907526283	0.68459214	0.939248991	0.935115359	0.899270418	0.937943196	0.92659677	0.946391751	0.894996425	0.940557689	0.932813531	0.903700301	0.87141779	0.716350315	0.91725441	0.68941342	0.934593603	0.910718867	0.940549705	0.917105692	0.937368647	0.908864389	0.94404154	0.88848703	0.814571774	0.94100975	0.815894289	0.944872708	0.944814946	0.938434258	0.906309828	0.871324695	0.909411084	0.705816259	0.736487876	0.884541704	0.918343643	0.676480286	0.950153373	0.91997932	0.908119377	0.953845071	0.651946928	0.927496111	0.896158439	0.903959695	0.795638802	0.951695751	0.934047065	0.928432736	0.910638865	0.864856362	0.897984875	0.948258968	0.956827878	0.903609799	0.946141095	0.93228898	0.891163011	0.928466075	0.909472143	0.931338805	0.809412987	0.944331458	0.928417155	0.964500178	0.924670416	0.929794844	0.897326676	0.837454018	0.933924161	0.94201263	0.931391522	0.934829236	0.930419411	0.933450363	0.942283132	0.934927197	0.892016367	0.93312155	0.943338194	0.938948271	0.942235811	0.907577154	0.898958093	0.920761726	0.934249895	0.928835084	0.884291547	0.943779982	0.939668646	0.900883476	0.900956438	0.931818964	0.929596888	0.848116365	0.910083581	0.90548467	0.884284398	0.944762845	0.895017628	0.966651383	0.958901222	0.854181848	0.918179208	0.88103805	0.9019273	0.851354871	0.891549657	0.918361779	0.925009409	0.939591577	0.9005818	0.87730962	0.865323524	0.871390498	0.936589182	0.862282964	0.910259882	0.917369037	0.916109276	0.848366897
cg00145911	chr1	867938	0.926349731	0.937973008	0.940155585	0.968328178	0.950499237	0.847330227	0.883426349	0.690658517	0.935807744	0.926717522	0.937906571	0.949117753	0.966042813	0.935614322	0.955417317	0.942116892	0.907588629	0.950061374	0.920387176	0.906527168	0.869098477	0.895568406	0.923267396	0.936541776	0.951746601	0.908352662	0.910115691	0.930690745	0.950276845	0.83516758	0.930106431	0.930065033	0.831731743	0.910667776	0.934622528	0.902054901	0.962930469	0.750866249	0.894581483	0.821500486	0.849666318	0.855958756	0.951900523	0.780367079	0.892110952	0.865442962	0.92330389	0.90160147	0.924699308	0.898845268	0.923118084	0.889058652	0.843796281	0.951637966	0.920511483	0.93952228	0.941015517	0.898469575	0.953900831	0.95183734	0.919620024	0.83591957	0.943277479	0.926032484	0.840679545	0.889125145	0.859323664	0.852916544	0.77167147	0.875456311	0.86772802	0.914464657	0.895379489	0.926533116	0.890685212	0.748484133	0.925352658	0.914994509	0.954570412	0.885916923	0.89754272	0.945235308	0.84909919	0.925868229	0.91712934	0.90273659	0.939487072	0.954136302	0.966795944	0.941098305	0.914103064	0.935489035	0.951123618	0.950337139	0.81143682	0.939205496	0.925543847	0.819136278	0.817911131	0.91965766	0.855229575	0.788519228	0.908287479	0.872122997	0.846064864	0.897202117	0.794614917	0.901319982	0.887446261	0.808394779	0.898190723	0.893737625	0.771221095	0.746362517	0.882955036	0.916304012	0.882154844	0.868966276	0.851695286	0.746677117	0.831338556	0.857262359	0.865209642	0.695259727	0.816460679	0.776193587	0.761958599	0.727309562
cg13546858	chr1	869346	0.850095531	0.165727509	0.467756778	0.476223433	0.078675952	0.483325797	0.259352415	0.216937998	0.185464059	0.178442338	0.37920292	0.132183009	0.237592657	0.289376315	0.254464892	0.238568063	0.101527786	0.201894572	0.321961302	0.442291899	0.33031864	0.34591201	0.121913842	0.225472797	0.435513004	0.188005632	0.374965103	0.271340768	0.109128607	0.160298758	0.306447196	0.147440622	0.097105917	0.234091751	0.219572537	0.417082449	0.314314261	0.230668814	0.283012401	0.1511021	0.147549598	0.235750914	0.154598386	0.232062034	0.397331048	0.152944704	0.238262777	0.30884788	0.160704758	0.121108998	0.299889352	0.162339282	0.244308128	0.470154679	0.39964151	0.223262306	0.420941191	0.135071064	0.250379064	0.271416676	0.274118308	0.264913098	0.800874368	0.220469994	0.256731671	0.256620744	0.367754079	0.280313634	0.186925558	0.464229273	0.280347881	0.472667374	0.245396354	0.193457409	0.222490102	0.261013902	0.272971231	0.261297337	0.267600164	0.382983542	0.234809537	0.270078411	0.307607841	0.373925743	0.2210061	0.290488822	0.280442339	0.266369177	0.314659229	0.251136299	0.237284594	0.303875095	0.166267225	0.267947014	0.536423895	0.284565806	0.312757961	0.301128851	0.261372157	0.43670852	0.383494213	0.271309856	0.196322207	0.219962428	0.242234454	0.381835279	0.364750455	0.191529021	0.394767404	0.269376123	0.312690652	0.284135712	0.33286107	0.148562761	0.272699061	0.222598829	0.245389883	0.343071664	0.425388774	0.181634031	0.249477565	0.250157273	0.304774991	0.313654313	0.26123989	0.298042487	0.279824061	0.233059377
cg06531475	chr1	870791	0.767115412	0.58540793	0.510765331	0.197264575	0.110395369	0.495699146	0.3433907	0.933054831	0.633942819	0.397252927	0.456696406	0.792645781	0.47381853	0.658144969	0.265273854	0.399488084	0.352854056	0.801934707	0.563993064	0.440936331	0.436097278	0.206447292	0.578303707	0.494287668	0.714630389	0.637242182	0.373362268	0.297519582	0.145781586	0.748716798	0.201416054	0.464798069	0.476535414	0.700319772	0.653460985	0.39494718	0.303966078	0.552385905	0.419495053	0.345365609	0.435332709	0.527647013	0.280937537	0.240322156	0.726598495	0.200512593	0.329832974	0.230801225	0.665200801	0.214527493	0.402555647	0.463294311	0.509585256	0.71991191	0.708561614	0.438324464	0.494042513	0.453443987	0.706429975	0.646772652	0.662718141	0.89551143	0.753810931	0.301011693	0.257900709	0.363074533	0.32210759	0.256936503	0.194665623	0.341160977	0.269565858	0.675708636	0.235016138	0.365897774	0.275093772	0.239914916	0.243031503	0.272979148	0.273764741	0.25411302	0.306487823	0.31043937	0.271225224	0.328242611	0.25813958	0.213714489	0.273545392	0.29920725	0.418036501	0.275060079	0.273454696	0.2372603	0.240874254	0.347711285	0.399782325	0.23290009	0.296218938	0.328347678	0.24142499	0.289217253	0.253800073	0.287397277	0.256962246	0.321257366	0.232961044	0.324499297	0.632887336	0.498991102	0.567083041	0.193582703	0.30994049	0.218620646	0.509321982	0.238778301	0.249361415	0.290022821	0.248117855	0.288976453	0.323481887	0.22087021	0.260340831	0.326257259	0.591849797	0.457046102	0.243441466	0.541450915	0.293450143	0.182464994
cg14156792	chr1	870958	0.827604706	0.332619606	0.254481153	0.430359287	0.168720414	0.439436247	0.389648137	0.841262054	0.297241227	0.248916022	0.447869682	0.794064764	0.351086238	0.255259089	0.339944066	0.210911608	0.197329997	0.728517912	0.402872907	0.187686661	0.485153791	0.19835488	0.324445925	0.384418553	0.509117653	0.269003651	0.426279759	0.456401351	0.145255906	0.731024816	0.2172615	0.191521832	0.237429503	0.291089806	0.597383954	0.391837401	0.32699538	0.490149277	0.382582478	0.217067773	0.201567147	0.596992018	0.302753613	0.255187638	0.516730831	0.209823383	0.276667422	0.33593209	0.222637224	0.227747933	0.283552687	0.449703715	0.572110091	0.640782967	0.467207172	0.388876902	0.429985843	0.216645	0.352396043	0.543740115	0.371377219	0.825348307	0.702573369	0.334211084	0.398349917	0.393832595	0.44043738	0.303861851	0.310810185	0.372056339	0.271885749	0.485919413	0.211847087	0.216938186	0.266879448	0.296930937	0.22393745	0.279056638	0.264319859	0.180240754	0.265402404	0.266270903	0.380702198	0.236690941	0.216806408	0.175180798	0.299198236	0.241486116	0.374172225	0.24823579	0.249483873	0.272460421	0.209078406	0.258473456	0.473316514	0.18524632	0.326868502	0.377248877	0.42162119	0.251153065	0.263793304	0.266935841	0.200199723	0.296679091	0.185079315	0.293570084	0.525533045	0.257922728	0.513285621	0.312696693	0.310587218	0.213852142	0.528336643	0.217444249	0.20867317	0.246486653	0.228557674	0.326408902	0.395889293	0.319658651	0.362685815	0.401449467	0.449206568	0.436853736	0.294891479	0.530441263	0.332975913	0.300135602
cg24997886	chr1	871033	0.590511407	0.157709334	0.148831232	0.189439416	0.075220634	0.329554075	0.211648345	0.696986425	0.130048008	0.184315669	0.302112788	0.402141966	0.126374263	0.152557087	0.160326648	0.125504409	0.085964078	0.467068674	0.290964464	0.069754491	0.281044798	0.133764369	0.121968811	0.142276757	0.411287613	0.13441371	0.299148146	0.294220604	0.107768883	0.297383894	0.143764905	0.124950838	0.092296162	0.166343457	0.446154363	0.287215186	0.297910579	0.258225759	0.288847511	0.112115029	0.108539	0.468435045	0.110189639	0.157131546	0.34587051	0.117572312	0.172706537	0.189357045	0.156125043	0.15396702	0.137415275	0.349275314	0.387516782	0.471843178	0.298727283	0.220224916	0.294488493	0.127863629	0.258655097	0.381780466	0.251329173	0.518077092	0.565008583	0.215248712	0.184381633	0.263825661	0.240467767	0.171451629	0.145496465	0.239779467	0.192529361	0.37428928	0.110879835	0.103919045	0.164331017	0.18731709	0.202635779	0.151874212	0.183189859	0.118053064	0.16673471	0.163975551	0.263763114	0.179878636	0.144230599	0.107942179	0.157655696	0.151753008	0.380898454	0.196431097	0.172056468	0.125972274	0.12883014	0.205443074	0.386643459	0.117098757	0.243811517	0.227555668	0.212221541	0.247444154	0.187951838	0.170253215	0.134264634	0.170455297	0.110313007	0.20276375	0.319200756	0.197060783	0.388561185	0.165056518	0.205485196	0.124271713	0.355585656	0.146804616	0.155108659	0.143535757	0.12375193	0.179138824	0.263054825	0.15245101	0.185090621	0.199016935	0.341539755	0.243794575	0.177423741	0.328657992	0.190190576	0.117347332
cg01727431	chr1	871057	0.788326173	0.35469848	0.235075333	0.340135245	0.116940922	0.426219659	0.373880389	0.833874431	0.279803278	0.297140625	0.328067384	0.720759435	0.36778696	0.267249093	0.213365681	0.213770682	0.118711601	0.789112454	0.36094041	0.164238949	0.482418903	0.182899369	0.316040895	0.449211656	0.554471594	0.280891155	0.444317197	0.405961583	0.171265473	0.638338379	0.179273719	0.215065978	0.289669948	0.352295356	0.630388144	0.357154131	0.349127766	0.542693265	0.393614558	0.271754764	0.196967912	0.629397253	0.35506129	0.258695007	0.382851106	0.23135804	0.252567675	0.321794697	0.169623865	0.250592605	0.235191861	0.437186693	0.578547958	0.672306118	0.610749586	0.357153435	0.455837638	0.553150668	0.30839321	0.448746069	0.299280655	0.739834426	0.78474636	0.321036223	0.328731402	0.340258426	0.375340473	0.232267479	0.284906432	0.334999597	0.246639279	0.402426462	0.207533101	0.160087606	0.229789111	0.26071846	0.225449888	0.236286308	0.22110305	0.180326067	0.256766687	0.228609639	0.39436813	0.226496299	0.183557641	0.146982023	0.272123291	0.201430003	0.30722985	0.273306613	0.250238073	0.220206459	0.166160816	0.274096667	0.501186049	0.177741518	0.29005821	0.377579882	0.355122899	0.301975453	0.2862001	0.290288393	0.214183967	0.298072512	0.211254956	0.288482096	0.427774281	0.228260707	0.394287523	0.304614132	0.291775897	0.179364483	0.415183473	0.222541411	0.189604471	0.215336356	0.234151594	0.281158763	0.384331719	0.288121506	0.327020461	0.360412614	0.362086621	0.303713105	0.318322006	0.418195541	0.344287392	0.235038282
cg10146935	chr1	871308	0.442855598	0.146711726	0.063161586	0.106423576	0.03705393	0.324488765	0.140976303	0.254873691	0.058096305	0.118880286	0.196747413	0.842540006	0.076903584	0.108242885	0.111319013	0.056121391	0.060549287	0.461339631	0.256969116	0.028851185	0.195281244	0.111937586	0.051454635	0.064743153	0.420047336	0.078852779	0.308297893	0.100334824	0.037321901	0.128952117	0.029153811	0.05746146	0.105057777	0.056746285	0.553552919	0.295406922	0.247863079	0.201359574	0.24041312	0.045305342	0.06513847	0.341804725	0.045207888	0.196915014	0.141231233	0.074251162	0.085441006	0.146052095	0.061272424	0.100788961	0.166872743	0.221137572	0.332851628	0.491333282	0.337212782	0.17444509	0.369902089	0.083411985	0.182642988	0.242419089	0.079080774	0.103568004	0.711815443	0.213206835	0.101728943	0.214572099	0.177903004	0.122928007	0.060982704	0.299985673	0.086893419	0.16954157	0.072105116	0.065715905	0.156793753	0.079266957	0.148376962	0.135303737	0.118584745	0.111778413	0.159494405	0.081696247	0.215235588	0.142609307	0.071317834	0.150001443	0.082603626	0.050144082	0.130162136	0.121461298	0.119312629	0.046202349	0.082243738	0.109968544	0.454068126	0.066114011	0.127699582	0.232774439	0.109388394	0.16979594	0.272719788	0.192606719	0.120185672	0.191285249	0.078546646	0.075796791	0.189223707	0.094532186	0.112454537	0.085748877	0.110947895	0.074067125	0.120030608	0.094708553	0.102789365	0.099356857	0.113874911	0.073641259	0.233989081	0.044003228	0.184231058	0.204381575	0.140882009	0.09954695	0.202333362	0.068551728	0.167876094	0.063045037
cg02439789	chr1	871441	0.728337137	0.388351565	0.168427755	0.750325749	0.136921025	0.473608749	0.408720865	0.571147987	0.338619498	0.263165755	0.394382483	0.824826986	0.38267685	0.315290761	0.282206816	0.216444466	0.291566265	0.77688785	0.398138639	0.262084666	0.399820716	0.178580515	0.300906056	0.365106963	0.530305967	0.321822592	0.414549591	0.36815526	0.170041897	0.453462061	0.22378323	0.20175137	0.44983077	0.232915632	0.685809567	0.438747271	0.331830957	0.641753232	0.430770073	0.208296802	0.232079284	0.592428696	0.337275312	0.26905644	0.445343991	0.23059899	0.288406793	0.376720528	0.170643602	0.21804137	0.260682052	0.470433202	0.605103811	0.747095639	0.492569039	0.436594837	0.470609738	0.289009376	0.335225126	0.706236811	0.425499474	0.570801047	0.784607291	0.362883235	0.28489839	0.317251269	0.343621929	0.206018978	0.157367981	0.361729221	0.260988552	0.387121127	0.141244006	0.12367488	0.204111058	0.201456877	0.186199961	0.238782948	0.215867086	0.170796995	0.240299452	0.204932999	0.349762058	0.192166903	0.163687024	0.239855386	0.221520666	0.182399212	0.289127191	0.201574234	0.242581254	0.118812283	0.180058213	0.226087591	0.515088405	0.124568814	0.250736695	0.314018438	0.352978534	0.227417217	0.293997868	0.196577714	0.222448169	0.272836632	0.200001459	0.229202209	0.428623521	0.20002537	0.392675001	0.250573801	0.275502344	0.168399436	0.401267146	0.157040643	0.186570272	0.183017983	0.202212753	0.247009127	0.349979874	0.245055344	0.29541074	0.298534048	0.380964748	0.277532967	0.288152712	0.347682804	0.298702213	0.212217634
cg24362661	chr1	871546	0.756018973	0.344506634	0.146152746	0.474866233	0.0891817	0.443075645	0.313670497	0.824115953	0.305473387	0.253308762	0.362387712	0.736765559	0.488198134	0.268050828	0.301574636	0.208375005	0.134154058	0.718109152	0.3244292	0.371595941	0.290342643	0.230026464	0.17112649	0.280002237	0.427971263	0.303389428	0.343178591	0.293815802	0.106315966	0.657429834	0.231964601	0.198879849	0.104381827	0.177913729	0.621828086	0.355162465	0.462306767	0.526185064	0.381792948	0.207506669	0.333265332	0.483033652	0.295014524	0.249380632	0.517520299	0.233122188	0.257441782	0.325853606	0.223979427	0.208868989	0.242007196	0.387596346	0.499932909	0.553687837	0.42417524	0.410182263	0.352539797	0.159002309	0.315096254	0.857483629	0.363241764	0.754534888	0.675711008	0.294546874	0.334864808	0.307442304	0.293235983	0.242400709	0.178387892	0.332458312	0.230553341	0.473846462	0.165540594	0.183902066	0.270497251	0.229459568	0.256207099	0.246684044	0.264052066	0.216565356	0.2422319	0.222710279	0.296872108	0.291432607	0.144614482	0.236945673	0.261074392	0.240869443	0.317770918	0.248120281	0.200283967	0.202649863	0.211387633	0.300101463	0.46720851	0.199021834	0.277485069	0.302558498	0.292224772	0.264299903	0.276607785	0.241348042	0.215582464	0.25809305	0.208581497	0.227471754	0.524168266	0.32821404	0.478490915	0.247498644	0.250988299	0.190251554	0.473440364	0.220727762	0.211607555	0.210376922	0.2380484	0.225459251	0.306044311	0.243666294	0.25282305	0.279453725	0.445010552	0.368507183	0.259599354	0.396221245	0.258899295	0.228342971
cg05819296	chr1	871980	0.886986896	0.798894306	0.269962355	0.537161265	0.805951943	0.719326565	0.658325927	0.891658112	0.839012607	0.578656068	0.678150945	0.862822712	0.770960077	0.710267674	0.429323449	0.332955015	0.320422135	0.792176366	0.765032126	0.568956745	0.705753409	0.334029874	0.892691544	0.788747064	0.700653477	0.650801644	0.728573939	0.594733745	0.580335466	0.867244292	0.48416468	0.524299187	0.569148479	0.600039874	0.852457773	0.636846954	0.783644857	0.840027598	0.717130277	0.688258034	0.514727765	0.888634928	0.882246792	0.450389938	0.799042709	0.532548661	0.748883552	0.775781162	0.295177494	0.459990123	0.322175178	0.793134124	0.830617091	0.898121668	0.765578806	0.896671811	0.803615972	0.761360685	0.713510429	0.919980881	0.885027555	0.908944089	0.915681457	0.635487203	0.641908499	0.671333555	0.622785272	0.519427284	0.577051818	0.631321177	0.586103815	0.764384982	0.50170484	0.491764979	0.49975491	0.497837299	0.546016897	0.482854932	0.463578185	0.464688262	0.548522527	0.545857391	0.588041754	0.439392531	0.440689513	0.533654386	0.586887161	0.58244729	0.648381783	0.522495616	0.440671962	0.571262734	0.459080352	0.595650501	0.697916623	0.462277021	0.596372967	0.624304363	0.64945411	0.47816479	0.449294482	0.497156728	0.542602728	0.659829487	0.512043102	0.6693225	0.745090823	0.626666639	0.758723369	0.557328988	0.541594553	0.429790923	0.769020799	0.499887029	0.436574253	0.490205082	0.532329063	0.621996721	0.631258646	0.66989014	0.577366807	0.678377707	0.766051404	0.665950086	0.57035408	0.765028741	0.652062436	0.575887246
